TANGGAL;TN;TX;TAVG;RH_AVG;RR;SS;FF_X;DDD_X;FF_AVG;DDD_CAR
02-11-2019;26;33,6;29,2;70;29,1;6,5;5;30;2;S 
03-11-2019;26;32,2;29,2;71;-;9,3;5;360;1;C 
04-11-2019;27;33;29,3;70;-;9;4;60;2;C 
05-11-2019;27;33,2;29,5;73;8888;4,6;6;200;2;C 
06-11-2019;25;33,1;29,2;71;27,5;9,3;6;120;2;SW
07-11-2019;26;33;28,6;72;-;8,6;5;20;1;C 
08-11-2019;26;32,2;29;74;-;9,6;4;350;2;W 
09-11-2019;26;33,2;29,6;64;-;9,4;4;40;2;C 
10-11-2019;27;32,6;29,5;72;0;9,6;4;40;2;NE
11-11-2019;28;32,8;30;71;0;9,3;4;30;2;N 
12-11-2019;28;33,2;30,1;72;-;9,7;5;350;1;C 
13-11-2019;28;34,4;30,6;70;-;5,6;5;50;2;C 
14-11-2019;28;31;28,5;77;-;2,9;6;120;3;E 
15-11-2019;-;33,4;30,3;72;2,5;0,6;6;30;2;E 
16-11-2019;27;33,4;29,9;70;0;9,6;5;20;2;NE
17-11-2019;-;33,2;29,8;70;0;9,4;4;30;2;NE
18-11-2019;28;33,3;29,7;72;-;9,6;7;40;2;C 
19-11-2019;-;32,8;29,6;74;-;7,1;5;30;2;C 
20-11-2019;28;32,9;30,1;70;0;9,5;5;10;2;N 
21-11-2019;27;32,2;29,2;76;-;8,8;5;10;2;C 
22-11-2019;27;33,2;29,9;73;0,3;6,2;4;320;1;C 
23-11-2019;27;33;29,9;73;-;6,9;3;210;2;C 
24-11-2019;27;33;29,7;72;-;3,7;6;50;2;NE
25-11-2019;-;32,8;29,8;76;6,5;9,4;5;350;2;N 
26-11-2019;28;33;30;74;0;6,9;5;10;2;C 
27-11-2019;28;32,6;30,1;74;-;8,3;6;20;2;N 
28-11-2019;28;33,2;30;74;-;6,7;6;60;2;C 
29-11-2019;28;32,8;30,1;74;-;9,5;6;80;2;N 
30-11-2019;27;32,1;28;82;2,1;7,1;5;340;2;C 
01-12-2019;-;33,2;30,1;75;12;6,6;6;30;2;NE
02-12-2019;28;34;30,2;73;3,5;9,4;5;40;1;C 
03-12-2019;28;33,8;30,3;74;-;8;6;230;2;W 
04-12-2019;28;32,8;29,8;76;-;9,5;5;240;3;W 
05-12-2019;25;32,3;29,4;78;10;9,6;7;310;2;NW
06-12-2019;28;30,6;28,9;80;8888;7,4;6;300;3;NW
07-12-2019;26;31;27,7;84;4,3;0,6;4;300;2;NW
08-12-2019;25;31,8;28,3;83;11;0,2;5;300;2;C 
09-12-2019;-;32,6;29,3;74;-;9,3;5;50;2;C 
10-12-2019;28;30,2;28,7;78;0;7,7;4;30;2;W 
11-12-2019;27;32,6;28,5;74;0;2;6;30;2;C 
12-12-2019;26;29,4;27,6;82;-;-;4;100;2;C 
13-12-2019;26;32,2;28,5;78;3,4;0;5;330;2;C 
14-12-2019;26;31,7;28,9;75;-;2,8;4;300;1;C 
15-12-2019;27;31,8;29,3;76;-;8,6;4;350;2;C 
16-12-2019;28;31,2;29;80;0;6,1;4;270;2;W 
17-12-2019;26;31,2;27,3;84;3,3;0,9;5;340;1;C 
18-12-2019;25;33;28,7;78;-;3,7;4;40;2;C 
19-12-2019;26;31,6;28,6;80;-;9;4;310;1;C 
20-12-2019;26;32,4;29,1;77;8888;5,5;5;320;1;C 
21-12-2019;27;31,6;29,6;76;0;8,1;4;330;2;W 
22-12-2019;25;31,8;27,6;85;54;8,5;5;250;2;C 
23-12-2019;26;32,4;28,4;81;5,5;5,6;5;190;2;C 
24-12-2019;25;32,2;29;77;7,6;6,6;6;30;2;NE
25-12-2019;25;30;26,6;93;102,5;8,5;5;270;1;C 
26-12-2019;25;32,2;28,2;82;44;-;4;340;2;C 
27-12-2019;25;31,6;27,6;86;2,5;6,8;4;270;1;C 
28-12-2019;25;30;27,5;83;50,2;4,8;3;270;1;C 
29-12-2019;26;29,1;27,2;86;13,2;5,3;5;300;1;C 
30-12-2019;26;32,2;29;79;1,2;0;5;340;2;C 
31-12-2019;27;31;27,6;84;0;9,6;12;350;4;N 
01-01-2020;25;29,5;27,4;88;146,1;3,1;7;320;3;W 
02-01-2020;25,6;31,3;27,9;83;13,5;0;5;320;2;W 
03-01-2020;25,8;30,8;28,6;79;0;7,3;6;350;3;NW
04-01-2020;26,8;30,8;28,2;85;6,4;0,8;6;300;3;NW
05-01-2020;-;30,2;27,8;86;1,1;0,8;9;290;3;W 
06-01-2020;25;30,5;27,2;87;54;0;7;310;3;W 
07-01-2020;25,2;30,4;27,3;88;16,9;3,2;6;310;3;W 
08-01-2020;25,4;30,2;28,1;80;0,2;4,7;7;300;3;NW
09-01-2020;-;-;28,4;82;69,4;0,1;7;270;4;NW
10-01-2020;24,4;28,8;25,9;88;20,1;0;12;280;2;W 
11-01-2020;24,2;30,8;26,6;86;21;0;7;270;3;W 
12-01-2020;25,6;31,4;28,3;79;4,5;2,2;4;300;3;W 
13-01-2020;26,2;29,7;27,4;87;0,4;10;7;270;3;NW
14-01-2020;26,2;31,4;28,9;78;0,3;2,2;4;320;3;NW
15-01-2020;25;31;28,2;82;35;8,5;3;270;1;C 
16-01-2020;26,2;30,9;28,5;82;-;5,4;4;300;2;C 
17-01-2020;26,9;31,6;28,9;79;1,1;4;5;330;3;N 
18-01-2020;25,2;30,4;27,4;84;23,5;9,1;3;300;2;C 
19-01-2020;25,2;31,6;28,5;81;2,2;2,8;6;340;2;NW
20-01-2020;26,5;31;29;80;-;9,4;4;320;2;NW
21-01-2020;26,8;31,3;28,7;82;-;4,9;4;310;2;N 
22-01-2020;27,2;31,4;28,8;81;8888;6,3;4;300;2;N 
23-01-2020;25,8;31,2;28,1;86;10,6;7;5;330;2;NW
24-01-2020;25,6;29,7;27;91;19,9;5,5;6;320;2;NW
25-01-2020;25,6;29,6;27,5;87;112,3;0;5;300;2;NW
26-01-2020;26,2;31,6;28,3;84;2;0,6;4;40;2;NE
27-01-2020;26,2;31,5;28,9;80;1,5;8,1;4;320;2;NE
28-01-2020;26,4;31,6;28,8;82;3,7;-;3;340;2;N 
29-01-2020;27,4;-;29,6;81;-;8,4;7;280;2;NW
30-01-2020;24,4;30,5;27,3;82;41,5;7,8;3;320;1;N 
31-01-2020;25;29,8;28,5;82;0;3,3;5;320;2;NW
01-02-2020;24,8;29,6;26,1;93;42,9;0,4;4;20;2;SE
02-02-2020;24,6;30,2;26,7;90;86,1;0,2;3;280;1;C 
03-02-2020;24,8;28,9;27;89;39,3;2,5;3;300;2;NW
04-02-2020;25,2;30,3;26,9;86;38,6;1,3;4;280;2;C 
05-02-2020;25,4;30,6;27,9;85;1,1;5,2;5;290;2;C 
06-02-2020;26,2;28,6;27;90;1,8;2,7;5;300;3;W 
07-02-2020;26,2;-;26,6;89;0,5;0;5;310;3;N 
08-02-2020;-;30,7;27,2;82;155,5;0,1;3;280;1;C 
09-02-2020;24,6;30,5;26,6;82;5,2;3,9;4;290;2;W 
10-02-2020;25,8;32,6;28,6;76;10,4;0,7;6;270;2;W 
11-02-2020;25,8;-;29,8;76;-;9,4;6;270;1;C 
12-02-2020;27;32,3;29,1;75;2,5;6,6;4;40;2;NE
13-02-2020;27,2;30,8;28,6;80;-;6,4;4;70;2;C 
14-02-2020;27,4;29,4;27,8;84;0;2,6;5;360;1;C 
15-02-2020;26,9;32;28,6;83;2,4;0,8;6;340;2;C 
16-02-2020;26,6;31,2;27,9;84;-;7,7;6;340;3;W 
17-02-2020;25,8;31,4;27,8;84;21,6;2,2;5;310;2;C 
18-02-2020;25,6;30,8;27,5;86;7,5;0,8;3;300;2;W 
19-02-2020;25,6;30,8;27,6;84;6,5;6,1;6;310;3;NW
20-02-2020;25,1;30,6;27,2;87;77,1;2,7;6;300;3;NW
21-02-2020;24,6;31,6;28,1;84;36,1;2,5;5;330;2;NW
22-02-2020;25;31,4;27,9;86;61,3;7,8;6;330;3;NW
23-02-2020;25,4;31,3;28,7;82;27,2;6,5;6;300;4;NW
24-02-2020;27,5;32;29,3;78;8888;3,8;6;310;3;E 
25-02-2020;-;-;27,7;87;92,3;-;4;260;2;W 
26-02-2020;-;31,4;28,6;82;3,2;0,8;5;300;2;N 
27-02-2020;26,6;30,6;28,1;87;2,7;4,8;5;340;2;NE
28-02-2020;25,4;30,6;27,7;87;60,9;0,3;3;330;1;C 
29-02-2020;25,6;28,8;27,5;90;1,8;0;4;310;2;C 
01-03-2020;26;29,8;27,6;89;22,1;0;6;280;2;N 
02-03-2020;25,6;31,6;28,2;85;32,4;0;4;300;1;C 
03-03-2020;26;32;28,8;80;1;7,9;4;320;2;NW
04-03-2020;26,3;31,2;28,2;85;7,2;7,8;5;270;3;W 
05-03-2020;26,1;31,2;28,1;79;0,6;1,7;5;270;3;W 
06-03-2020;25,9;31,6;28,9;82;1,7;0;6;330;3;NW
07-03-2020;26,8;31,8;28,3;77;0;9,4;6;320;3;W 
08-03-2020;26,8;32,2;29,1;75;-;6,9;7;260;3;W 
09-03-2020;26,2;34;30;70;-;5,9;8;270;4;W 
10-03-2020;27,1;33,2;29,9;74;0;6;7;330;2;NW
11-03-2020;-;32,6;29,6;80;-;8,5;9;270;2;N 
12-03-2020;25,1;30,8;27,9;88;8,9;4,3;3;270;2;W 
13-03-2020;25;31;27,6;82;46,6;2,6;4;280;2;C 
14-03-2020;25,1;32,6;29,3;80;0;7,1;5;40;2;NE
15-03-2020;26,7;32,6;29,4;81;1,7;9;6;10;2;S 
16-03-2020;27;32;28,4;81;4,4;-;5;40;2;C 
17-03-2020;-;32,6;29;78;5,1;5,9;5;30;2;NE
18-03-2020;26,4;-;27,8;88;4;9,8;4;330;1;C 
19-03-2020;-;30,6;28;85;-;0,3;4;310;2;S 
20-03-2020;24,6;31,5;27,3;86;47,2;1,5;5;300;2;C 
21-03-2020;25,2;31,4;27,9;84;3;-;4;50;2;NE
22-03-2020;25,4;30,5;28,6;80;0;5,9;6;110;1;C 
23-03-2020;25,2;32;28,3;82;15,4;3,7;4;330;1;C 
24-03-2020;-;32,4;28,8;81;6,5;5,3;5;320;2;S 
25-03-2020;26,2;32;28,4;81;-;8,4;4;40;2;NE
26-03-2020;26,3;31,2;28,4;81;8888;7,5;4;70;2;NE
27-03-2020;26,8;-;28,6;81;2,5;3,6;4;290;2;C 
28-03-2020;26,8;-;29,2;81;-;-;4;10;2;N 
29-03-2020;-;32,4;29,4;80;-;8,6;4;20;2;S 
30-03-2020;27,6;-;28,5;80;-;1,4;5;310;2;W 
31-03-2020;26,8;33,2;28,7;82;0,8;5,1;5;340;2;W 
01-04-2020;24,8;-;28,1;82;31,6;7,7;6;10;2;N 
02-04-2020;26;33,5;29,9;75;-;5;6;310;3;W 
03-04-2020;27,4;32,4;29,6;76;0;9,1;4;330;2;C 
04-04-2020;27,9;32,3;29,5;78;-;-;5;320;2;NW
05-04-2020;28;32,2;29,3;78;0;-;3;320;2;W 
06-04-2020;27,4;31,4;28,1;83;0;2,1;5;280;2;W 
07-04-2020;26;32,6;28,8;78;13,2;1,4;8;250;4;W 
08-04-2020;26,2;-;28,7;80;-;9,8;5;320;2;N 
09-04-2020;27,4;31,6;29,3;80;-;8,6;4;60;2;N 
10-04-2020;27,8;32,4;29;84;8888;7,3;5;320;2;W 
11-04-2020;26,6;33,6;29,4;80;6,6;4;5;360;2;N 
12-04-2020;26,8;33,2;30;79;-;4,8;5;40;2;NE
13-04-2020;26,2;32,2;28,7;82;3,3;7,4;4;130;2;SE
14-04-2020;25;31,8;28,3;84;57,5;9,8;4;100;2;E 
15-04-2020;26;31,4;28,8;83;1,5;7,4;6;350;2;NE
16-04-2020;27,2;32,4;29,2;80;0;5;4;60;2;NE
17-04-2020;27,4;33;29,9;78;0;7,9;5;10;2;S 
18-04-2020;26,6;33,2;29,1;79;-;9,9;5;350;2;C 
19-04-2020;26,6;33,8;29,6;76;-;7,4;3;50;2;SE
20-04-2020;27,2;33,2;30,4;77;0;9,1;4;30;2;NE
21-04-2020;28,7;33;30,4;75;0;10;8;130;3;SE
22-04-2020;27,2;34;29,9;76;-;3,1;6;50;3;SE
23-04-2020;27,5;-;30,6;74;0;10;8;80;4;E 
24-04-2020;28;32,4;29;81;-;8,3;7;30;3;S 
25-04-2020;27;32,8;29,2;77;1,5;6,6;4;50;2;E 
26-04-2020;27;32,2;29,7;78;-;3,2;4;50;2;NE
27-04-2020;25,6;32;27,6;86;19,3;8,6;4;40;2;SW
28-04-2020;25,6;31,2;28,1;82;7,7;3,8;5;50;2;SE
29-04-2020;25,8;32,7;28,7;79;-;2;4;90;2;SE
30-04-2020;26,4;30,6;28,5;79;0;6,9;5;90;2;E 
01-05-2020;27,4;31;28,9;80;8888;0;6;270;3;NE
02-05-2020;26;29,6;27,2;82;0;0;5;260;2;SE
03-05-2020;26;-;29,4;78;1,5;0;7;60;3;SE
04-05-2020;27,2;31,4;28,4;82;-;7,4;4;90;3;SE
05-05-2020;26,7;32,9;29,4;77;5,6;1,3;6;50;3;E 
06-05-2020;27,2;32,5;29,9;78;0;9,8;5;50;3;S 
07-05-2020;27,7;34;30,2;76;-;7;6;90;3;E 
08-05-2020;27,8;34,2;30,4;76;-;9,9;5;30;2;NE
09-05-2020;27,6;30,2;28,5;84;8888;10,1;5;90;2;W 
10-05-2020;26,6;32,2;29;80;2,5;0;5;30;2;NE
11-05-2020;27,3;33,8;29,5;77;8888;5,9;6;50;3;S 
12-05-2020;27,4;33,2;29,9;76;0;7,3;6;40;2;E 
13-05-2020;-;32,4;30;79;-;9,9;7;80;3;E 
14-05-2020;27,8;34,2;29,9;75;-;4,8;7;70;3;SE
15-05-2020;28;33,6;30;74;0;7,9;6;70;3;E 
16-05-2020;27,6;34,2;30,1;72;0;8,3;6;90;3;E 
17-05-2020;27,8;32,8;30;78;0;9,6;4;350;2;NE
18-05-2020;28,2;31,2;28,4;82;-;8,9;6;330;2;C 
19-05-2020;25,2;33,1;28,7;80;22;1,1;5;50;3;E 
20-05-2020;26,2;33,8;30;79;0;6,5;8;320;3;NE
21-05-2020;25,2;32,2;28,6;83;17,2;7,5;3;300;2;C 
22-05-2020;26,4;33,4;30,1;79;0;2,4;5;50;3;NE
23-05-2020;26,4;32,3;28,9;81;0,6;-;4;40;2;S 
24-05-2020;26,6;35,2;31,4;68;0;9;7;250;2;C 
25-05-2020;27;34,8;30,2;77;-;9,6;4;270;2;C 
26-05-2020;28,2;34,4;30,2;74;2,7;7;6;270;3;W 
27-05-2020;27,2;32,2;29,1;78;0;6;4;290;1;C 
28-05-2020;27,3;31,8;29;80;-;6,8;4;40;2;NE
29-05-2020;27,4;32,8;29,5;80;-;2,6;6;60;3;S 
30-05-2020;27,2;33,3;29,8;74;8888;6,7;5;80;2;S 
31-05-2020;27,6;32,7;29,4;82;0,4;9,9;3;120;2;C 
01-06-2020;27,2;33,6;29,6;76;0;4,4;7;80;2;SE
02-06-2020;26,8;33,8;29,3;77;0,1;6,8;6;90;2;C 
03-06-2020;26,6;33,2;29,1;80;1;10,3;7;130;3;SE
04-06-2020;27;34,2;29,9;72;8888;-;7;120;4;E 
05-06-2020;27,2;32,5;29,3;74;0;8,6;3;170;2;S 
06-06-2020;26,3;32;28,7;79;31,5;0,8;3;40;2;NE
07-06-2020;26,4;33,6;29,5;78;-;4,9;5;70;2;C 
08-06-2020;27,4;32,8;29,9;76;-;7,6;5;60;3;E 
09-06-2020;27,8;32,2;29,4;80;0;8,5;5;60;2;NE
10-06-2020;27,4;32,9;29,5;77;0;5,3;6;70;4;E 
11-06-2020;27,1;33,8;29,7;76;0;8,1;8;60;3;S 
12-06-2020;25,4;-;-;-;5,6;8,8;-;-;-;C 
13-06-2020;26,2;32,8;29,3;76;-;9,7;6;80;3;S 
14-06-2020;27;35,2;30;75;0;6,9;6;80;2;E 
15-06-2020;27,4;32,8;30,2;76;-;7,4;6;60;2;SE
16-06-2020;28;32,9;29,7;77;8888;0;7;110;4;E 
17-06-2020;27,2;34,4;29,9;74;3,2;6,5;8;150;3;E 
18-06-2020;27,3;33,4;29,8;75;-;7,8;6;50;2;C 
19-06-2020;27,6;32,3;29,3;75;-;6,3;4;90;2;S 
20-06-2020;27,4;33,4;29,7;75;6,6;1;5;60;2;C 
21-06-2020;27,2;32,2;28,8;78;-;8,6;5;50;2;SE
22-06-2020;27,2;31,8;28,4;80;0;3,7;7;80;3;E 
23-06-2020;24,6;32,2;28;81;15,3;2;7;140;3;E 
24-06-2020;25;31,6;28,6;77;-;7,8;4;330;1;C 
25-06-2020;26,6;33,2;29,1;76;-;7,6;4;120;2;C 
26-06-2020;27;32,1;29,2;76;-;8,6;5;50;2;NE
27-06-2020;27,4;32,6;29,5;75;0;8,5;5;130;2;E 
28-06-2020;27,6;32,2;29,3;72;0;5,8;6;50;3;SE
29-06-2020;-;34,4;29,9;70;0;7,4;8;80;3;SE
30-06-2020;27;32,6;29,1;76;0;9,3;6;90;3;SE
01-07-2020;26,7;33,6;29;75;0;10;6;70;3;SE
02-07-2020;26,7;31;27,7;83;0;7,9;4;320;2;NW
03-07-2020;25,8;31,6;28,6;76;56;1,7;5;40;2;C 
04-07-2020;-;31,9;29;76;-;1,8;6;80;3;E 
05-07-2020;26,2;32,4;28,8;70;0;2,6;6;100;3;E 
06-07-2020;26,2;33,4;28,9;72;-;9,4;5;110;3;E 
07-07-2020;25,5;31,7;28,4;79;2,7;8,9;5;140;2;E 
08-07-2020;25,8;32,6;29,3;75;0;8,7;5;50;2;C 
09-07-2020;26,4;31,5;28,3;75;-;8;4;50;1;C 
10-07-2020;26,4;30,6;28,2;78;1,5;3,6;4;40;2;C 
11-07-2020;26;32,6;28,4;82;20,6;0;7;80;3;NE
12-07-2020;26,2;32,1;28,8;80;-;10,1;6;80;2;SE
13-07-2020;26,8;32,4;29,4;72;0;9,5;5;120;2;E 
14-07-2020;26,2;31,8;28,8;80;2,5;3,1;6;60;3;E 
15-07-2020;25;-;26,9;83;15,2;5,8;6;110;4;SE
16-07-2020;25;30,4;28,4;77;8888;0,2;6;90;3;SE
17-07-2020;26,3;32;28,6;78;8888;0,1;5;100;2;E 
18-07-2020;26,3;31,5;28,7;79;-;10,1;5;30;2;NE
19-07-2020;26,8;33;29;76;0;7,5;5;30;2;C 
20-07-2020;26,9;32,8;29,2;77;-;10,1;7;70;2;E 
21-07-2020;27,4;31,9;29,2;77;0;8,7;5;70;2;E 
22-07-2020;27,2;32,5;29,3;76;1,4;8,9;7;70;2;E 
23-07-2020;27,3;32,8;29,5;74;-;8,1;5;60;2;NE
24-07-2020;27;32,8;29;70;-;9;5;40;3;SE
25-07-2020;26,6;33,4;29;68;0;9,2;7;40;3;E 
26-07-2020;25,6;32,4;28,2;68;-;10,1;8;70;3;E 
27-07-2020;25,3;32,7;28,2;69;0;8,8;5;60;2;C 
28-07-2020;25,6;32,4;28,6;70;-;9,8;5;20;2;C 
29-07-2020;26;32,4;28,5;70;-;8,3;5;10;2;N 
30-07-2020;26;31,6;28,6;71;-;9,4;4;350;2;NE
31-07-2020;25,8;31,6;28;61;0;7,2;5;70;2;NE
01-08-2020;25,2;31,8;28;65;-;8,7;4;60;1;C 
02-08-2020;25,4;31,3;28,5;71;-;9,8;3;10;2;SE
03-08-2020;26,6;33,3;29,1;74;-;8,3;7;70;3;E 
04-08-2020;26,9;32,8;29,7;71;0;8,4;5;70;3;SE
05-08-2020;26,6;31,2;28,1;79;0;2,5;6;310;2;SE
06-08-2020;26,6;32,6;29,3;75;0;8,3;6;50;2;SE
07-08-2020;27,2;31,6;28,9;78;-;8,5;4;50;2;NE
08-08-2020;27,2;31,6;29,2;78;-;7,5;6;30;3;NE
09-08-2020;26,1;31,6;28,4;82;1,6;5,1;5;30;3;E 
10-08-2020;26,3;32,4;29,2;79;-;6,8;6;340;3;SE
11-08-2020;27,2;33;29,9;74;0;9,6;5;240;2;C 
12-08-2020;27,6;33,2;29,6;74;-;6,9;7;120;3;E 
13-08-2020;27,6;31,2;27,9;83;8888;3,7;6;70;2;C 
14-08-2020;24,3;31,8;27,9;80;73,5;3,6;6;60;2;E 
15-08-2020;25,4;31,6;28,4;80;-;5,5;6;50;3;SE
16-08-2020;-;32,3;29;78;0;8,8;5;40;2;NE
17-08-2020;27,1;33,8;29,8;72;0,3;9,6;6;50;2;C 
18-08-2020;26,4;31,9;28,5;78;2,5;9;5;10;2;S 
19-08-2020;26,4;32,9;29,1;75;0;7,5;7;120;4;E 
20-08-2020;-;32,1;29,2;76;0;9,7;8;80;4;E 
21-08-2020;26,6;32,6;29;71;0;8,7;8;90;4;SE
22-08-2020;26;34,4;29,3;67;-;9,3;7;110;3;E 
23-08-2020;26;33,7;29,4;70;-;10;5;60;3;E 
24-08-2020;27;32,5;29,6;68;0;7,5;8;70;3;E 
25-08-2020;26,2;34,5;29,4;73;0;6,3;9;70;4;E 
26-08-2020;26,4;32,6;28,9;68;0;10,1;6;350;3;E 
27-08-2020;26,6;32,4;28,7;69;-;7,3;6;40;3;S 
28-08-2020;26,6;34,6;29,5;68;0;6,9;7;90;3;E 
29-08-2020;26,8;34,4;29,6;69;-;9,8;5;60;2;E 
30-08-2020;26,3;33,4;29;73;-;6,1;8;70;4;E 
31-08-2020;26,8;33,2;29,2;72;-;10,4;6;80;3;NE
01-09-2020;26,8;34,4;30,5;64;0;9,5;6;20;2;C 
02-09-2020;26,8;32,4;29,4;73;0;7,3;4;10;2;C 
03-09-2020;26,2;32,1;28,9;78;6;8,9;5;60;2;NE
04-09-2020;26,8;33,9;30,4;73;0;2,5;6;60;3;SE
05-09-2020;28,2;32,7;29,4;77;0;10;4;50;2;C 
06-09-2020;27;32,2;29,2;75;0;8;4;60;2;NE
07-09-2020;27;33,2;30,2;69;0;6,1;6;60;3;SE
08-09-2020;27,4;33,8;30,2;66;0;10,3;7;70;3;E 
09-09-2020;28;33,7;30,5;68;0;9,6;6;120;3;E 
10-09-2020;28,3;32,8;29,8;73;0;7,7;3;120;2;C 
11-09-2020;27,6;32;29,7;73;0;5,7;5;50;2;C 
12-09-2020;27,6;32,6;29,7;73;0;3,2;6;30;2;N 
13-09-2020;26,8;33;30,1;70;0;8,8;4;10;2;N 
14-09-2020;27;32,2;28,6;77;0;8,7;6;40;3;NE
15-09-2020;25,2;32,2;28,3;78;8;7,1;6;20;2;N 
16-09-2020;25,4;33,2;29,2;66;1,8;7,6;5;90;3;NE
17-09-2020;25,6;33,4;29,6;69;0;10,2;6;40;4;SE
18-09-2020;26,3;32,6;29,5;71;0;9,6;8;30;3;S 
19-09-2020;27,3;35;30,5;66;0;10,4;10;80;4;E 
20-09-2020;26,2;29,3;26,2;89;5,4;8,7;5;90;2;SE
21-09-2020;24,5;32,4;27,7;81;37;0,6;5;60;3;NE
22-09-2020;24,1;31,6;27,9;81;61,7;6,7;3;170;1;C 
23-09-2020;25,4;32,9;29,3;75;8888;5,3;5;40;2;C 
24-09-2020;26,4;32,9;30,1;75;0;10,5;4;20;2;S 
25-09-2020;27;33,8;30,5;71;0;9,1;5;10;2;C 
26-09-2020;27,9;32,8;29,4;76;0;7,5;4;20;2;C 
27-09-2020;26;33;28,6;77;12;6,6;4;360;2;S 
28-09-2020;26,6;33,5;30;71;0;6;6;100;3;E 
29-09-2020;27;32;29,6;70;0;7,5;5;40;2;C 
30-09-2020;27,2;33,6;30,4;70;0;7,8;7;40;3;SE
01-10-2020;27,5;33,8;30,1;73;-;10,5;7;80;3;SE
02-10-2020;28,1;33,4;29,8;74;0;10;6;10;2;C 
03-10-2020;27,6;30,2;28,5;77;-;8,8;5;110;2;S 
03-10-2020;27,6;30,2;28,5;77;-;8,8;5;110;2;S 
04-10-2020;25,2;32,4;28,7;77;7,6;2,4;5;180;3;N 
05-10-2020;20,2;32,8;28,9;69;8;6,7;5;70;2;N 
06-10-2020;26,3;32,6;29,1;68;0;9,7;5;20;2;S 
07-10-2020;26,6;33;29,3;71;-;9,6;6;60;3;NE
08-10-2020;27,2;32,8;29,3;73;0;10;7;30;2;N 
09-10-2020;25,6;32,1;28,6;78;8,7;5;4;50;2;C 
10-10-2020;22;32,6;28,8;77;-;3,9;5;110;2;C 
11-10-2020;25,8;31,2;28,9;79;5,6;1,2;5;70;2;SW
12-10-2020;26,6;33,8;29,8;70;-;4,1;5;10;2;S 
13-10-2020;27,2;33;29,9;72;0;6,7;5;30;2;NE
14-10-2020;27,8;34,4;30;74;-;6,9;4;40;2;N 
15-10-2020;23,4;33,2;29,9;72;-;9,2;5;360;3;W 
16-10-2020;27,8;32,8;28,3;80;0;5,1;5;10;2;NE
17-10-2020;24,4;32,4;28,8;80;58,1;5;7;330;2;C 
18-10-2020;26,4;32,1;29,1;76;-;8,8;4;10;2;NE
19-10-2020;27,2;32,6;28,8;79;0;8,1;4;40;2;C 
20-10-2020;26,8;32,5;29;79;8888;7,6;7;40;2;C 
21-10-2020;26,4;31,4;27,6;84;2,7;8,2;5;20;2;C 
22-10-2020;25,2;33,9;28,9;77;3,6;5,2;7;280;4;W 
23-10-2020;26;33,5;30;70;0;6,2;8;260;3;W 
24-10-2020;26,8;32,6;29,3;75;0;4,7;6;30;2;C 
25-10-2020;27;32;28,9;77;0,2;9,7;5;330;2;NW
26-10-2020;26,4;32,6;27,8;82;-;7,6;5;290;2;C 
27-10-2020;25,6;30,3;27,2;82;2,4;5,4;4;320;2;SE
28-10-2020;25,6;32,5;28,7;80;1,4;0,6;5;40;2;NE
29-10-2020;26,4;33,3;29,6;77;0;10;5;50;3;E 
30-10-2020;27,3;32,4;29,4;78;0;8,2;8;80;3;E 
31-10-2020;26,4;32,2;28,4;76;-;4;5;290;2;C 
01-11-2020;26,6;31,6;27,9;82;3,4;5,9;6;330;4;W 
02-11-2020;26;32,5;28,7;76;3,4;4,3;7;270;3;W 
03-11-2020;26,2;32,5;29,1;77;0;2,6;5;270;2;NW
04-11-2020;26,8;32,2;29,2;74;-;9;4;350;1;C 
05-11-2020;26,8;29,8;27,6;83;0,5;4,8;3;240;2;E 
06-11-2020;26;31,6;27,6;86;7,4;0,3;6;80;3;E 
07-11-2020;26,3;33,4;28,8;81;0;2,6;4;120;2;NE
08-11-2020;26,7;32;27,9;83;-;8,2;4;10;2;C 
09-11-2020;26;32,8;28,9;74;6;7,9;5;70;2;NE
10-11-2020;26,4;32,4;29,5;79;0;10,3;4;40;2;SE
11-11-2020;27,6;32,4;29,7;74;0;8;5;60;2;NE
12-11-2020;27,4;33,6;29,9;78;-;10,3;6;70;3;E 
13-11-2020;-;33,2;30;78;-;5,9;4;120;2;NE
14-11-2020;28;32,8;30,2;76;-;9,7;6;50;3;SE
14-11-2020;28;32,8;30,2;76;-;9,7;6;50;3;SE
15-11-2020;27,8;33,6;30,2;73;4,1;8,7;7;40;4;E 
16-11-2020;27,6;34,9;29,9;74;0;8,5;8;90;3;E 
17-11-2020;28,2;32;29,6;78;0;6,8;5;50;3;N 
18-11-2020;26,6;32,8;29,2;78;0,5;7,2;5;80;2;C 
19-11-2020;26,8;33,4;29,9;75;-;7,1;8;40;3;E 
19-11-2020;26,8;33,4;29,9;75;-;7,1;8;40;3;E 
20-11-2020;27,6;31,6;29,2;82;2,5;9,5;5;120;2;C 
21-11-2020;27,6;32,4;29,4;78;-;4,9;3;40;2;C 
22-11-2020;27,4;32,2;29,1;80;0;8,1;6;330;2;S 
23-11-2020;27;30,4;28;83;8;4,1;8;260;3;W 
24-11-2020;26;33,6;27,6;82;0,8;0;5;120;2;W 
25-11-2020;25;32,8;28;82;59,3;3,6;7;310;2;C 
25-11-2020;25;32,8;28;82;59,3;3,6;7;310;2;C 
26-11-2020;25,8;32,5;28,6;81;11,9;5,2;7;280;3;W 
26-11-2020;25,8;32,5;28,6;81;11,9;5,2;7;280;3;W 
