TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,TANGGAL,DDD_CAR
26.0,35.1,29.7,65.0,0.0,8.0,3.0,40.0,2.0,17-09-2004,E 
26.0,34.0,29.7,66.0,0.0,7.5,4.0,80.0,2.0,18-09-2004,NE
26.0,35.0,30.3,63.0,0.0,8.0,4.0,30.0,2.0,19-09-2004,NE
26.0,34.7,29.8,65.0,0.0,8.0,5.0,80.0,2.0,20-09-2004,E 
26.0,35.8,29.8,64.0,0.0,8.0,5.0,120.0,2.0,21-09-2004,E 
26.0,34.0,29.5,63.0,0.0,6.5,4.0,60.0,2.0,22-09-2004,E 
27.0,34.1,29.7,60.0,0.0,7.0,5.0,30.0,2.0,23-09-2004,NE
26.0,33.3,29.3,67.0,0.0,3.5,4.0,360.0,2.0,24-09-2004,NE
26.0,33.2,29.2,70.0,0.0,4.3,3.0,40.0,1.0,25-09-2004,NE
26.0,32.6,28.9,71.0,0.0,4.7,4.0,20.0,1.0,26-09-2004,N 
26.0,32.4,28.7,74.0,0.0,4.0,4.0,30.0,1.0,27-09-2004,N 
26.0,32.8,28.7,75.0,0.0,5.0,5.0,40.0,1.0,28-09-2004,NE
27.0,34.4,29.8,69.0,0.0,8.0,5.0,80.0,2.0,29-09-2004,N 
26.0,32.0,27.9,74.0,0.0,0.0,4.0,250.0,1.0,30-09-2004,W 
26.0,33.4,28.9,72.0,0.0,5.0,5.0,320.0,1.0,01-10-2004,NE
25.0,33.4,29.3,73.0,5.5,5.0,4.0,360.0,1.0,02-10-2004,NE
25.0,33.3,29.0,76.0,26.7,3.0,4.0,300.0,2.0,03-10-2004,W 
25.0,33.5,28.6,74.0,2.6,6.0,3.0,200.0,1.0,04-10-2004,N 
25.0,33.2,28.3,72.0,0.8,8.0,4.0,40.0,2.0,05-10-2004,NE
25.0,33.4,28.4,68.0,0.0,7.5,4.0,350.0,1.0,06-10-2004,N 
25.0,33.6,28.7,67.0,0.0,7.0,4.0,30.0,1.0,07-10-2004,N 
26.0,33.4,28.7,71.0,0.0,6.5,3.0,10.0,1.0,08-10-2004,N 
26.0,33.7,29.3,68.0,0.0,8.0,3.0,20.0,2.0,09-10-2004,N 
26.0,33.5,29.3,70.0,0.0,8.0,3.0,350.0,1.0,10-10-2004,N 
25.0,33.8,29.5,67.0,0.0,8.0,4.0,20.0,2.0,11-10-2004,N 
26.0,33.8,29.0,70.0,0.0,8.0,4.0,360.0,2.0,12-10-2004,N 
26.0,33.9,29.2,72.0,0.0,8.0,4.0,340.0,2.0,13-10-2004,N 
26.0,34.1,29.4,69.0,0.0,7.6,3.0,360.0,1.0,14-10-2004,N 
26.0,33.7,29.8,69.0,0.0,8.0,4.0,90.0,2.0,15-10-2004,NE
27.0,33.6,29.4,64.0,0.0,7.0,2.0,30.0,2.0,16-10-2004,NE
25.0,33.7,29.8,64.0,0.0,7.0,3.0,360.0,2.0,17-10-2004,N 
26.0,34.0,29.2,66.0,0.0,7.4,4.0,360.0,2.0,18-10-2004,N 
25.0,34.0,28.9,73.0,5.3,6.5,5.0,40.0,2.0,19-10-2004,NE
26.0,33.6,29.2,72.0,0.0,8.0,4.0,40.0,2.0,20-10-2004,NE
26.0,35.0,29.8,69.0,0.0,8.0,5.0,60.0,2.0,21-10-2004,NE
26.0,34.9,30.5,68.0,0.2,7.2,4.0,30.0,2.0,22-10-2004,NE
27.0,34.4,30.2,70.0,0.0,0.4,3.0,60.0,1.0,23-10-2004,NE
26.0,34.8,30.5,68.0,0.0,5.0,4.0,160.0,2.0,24-10-2004,N 
26.0,36.6,31.0,66.0,0.0,7.6,4.0,90.0,2.0,25-10-2004,E 
27.0,36.0,30.1,66.0,0.0,7.1,4.0,50.0,2.0,26-10-2004,E 
25.0,34.9,31.1,64.0,4.6,6.5,4.0,10.0,2.0,27-10-2004,N 
26.0,34.6,30.1,73.0,0.0,5.6,4.0,60.0,2.0,28-10-2004,E 
26.0,34.8,29.9,70.0,0.0,1.5,3.0,360.0,2.0,29-10-2004,N 
27.0,34.0,30.1,69.0,0.3,4.0,5.0,30.0,2.0,30-10-2004,NE
27.0,35.2,30.5,66.0,0.0,7.2,4.0,60.0,2.0,31-10-2004,NE
27.0,34.8,30.2,69.0,0.0,8.0,4.0,60.0,1.0,01-11-2004,NE
26.0,35.1,30.0,71.0,0.0,7.0,4.0,40.0,2.0,02-11-2004,NE
26.0,35.0,29.9,70.0,1.4,2.5,3.0,50.0,0.0,03-11-2004,N 
26.0,34.2,29.9,68.0,0.0,5.2,5.0,20.0,1.0,04-11-2004,E 
26.0,33.8,29.5,70.0,6.3,6.0,4.0,360.0,1.0,05-11-2004,N 
26.0,34.0,29.6,76.0,0.0,6.5,5.0,300.0,2.0,06-11-2004,N 
26.0,34.0,29.5,68.0,0.0,0.0,3.0,340.0,1.0,07-11-2004,N 
26.0,33.5,29.5,71.0,0.0,4.0,3.0,20.0,1.0,08-11-2004,N 
26.0,34.1,29.7,69.0,0.0,7.0,5.0,360.0,2.0,09-11-2004,N 
26.0,33.4,29.7,74.0,2.5,3.4,4.0,360.0,2.0,10-11-2004,E 
26.0,34.0,29.4,72.0,0.0,5.5,5.0,60.0,2.0,11-11-2004,NE
26.0,35.6,29.6,72.0,0.0,8.0,4.0,90.0,2.0,12-11-2004,NE
27.0,35.6,30.3,67.0,0.0,7.4,3.0,360.0,1.0,13-11-2004,NE
26.0,35.2,30.1,68.0,0.0,5.7,4.0,70.0,2.0,14-11-2004,E 
26.0,35.0,30.1,68.0,0.0,7.3,3.0,360.0,1.0,15-11-2004,N 
26.0,34.3,29.9,68.0,0.0,7.3,3.0,30.0,1.0,16-11-2004,NE
26.0,34.6,30.3,67.0,0.0,8.0,4.0,360.0,2.0,17-11-2004,N 
27.0,35.0,30.6,67.0,0.0,5.0,3.0,360.0,1.0,18-11-2004,N 
26.0,33.8,29.0,73.0,0.0,2.0,3.0,20.0,1.0,19-11-2004,N 
26.0,33.2,29.4,71.0,0.0,2.0,3.0,50.0,1.0,20-11-2004,N 
25.0,28.2,27.4,81.0,15.0,0.0,3.0,360.0,1.0,21-11-2004,W 
25.0,32.4,28.1,75.0,0.0,2.0,3.0,300.0,2.0,22-11-2004,W 
25.0,30.2,27.2,82.0,16.0,0.0,3.0,360.0,0.0,23-11-2004,N 
25.0,30.0,27.4,80.0,8.2,1.2,3.0,360.0,1.0,24-11-2004,N 
24.0,31.5,27.7,80.0,18.0,1.2,4.0,220.0,1.0,25-11-2004,SW
24.0,32.2,28.4,77.0,1.5,4.5,3.0,360.0,1.0,26-11-2004,N 
25.0,34.2,29.1,73.0,0.0,5.0,4.0,350.0,2.0,27-11-2004,N 
25.0,32.4,27.8,80.0,4.0,1.0,3.0,310.0,1.0,28-11-2004,N 
24.0,28.4,26.1,89.0,14.0,0.0,3.0,290.0,0.0,29-11-2004,W 
24.0,31.8,27.0,82.0,1.5,0.0,4.0,350.0,1.0,30-11-2004,W 
25.0,29.6,27.7,78.0,9.5,0.0,4.0,290.0,2.0,01-12-2004,W 
26.0,33.0,28.5,78.0,0.0,0.0,3.0,290.0,2.0,02-12-2004,W 
26.0,34.8,29.4,73.0,0.0,4.2,4.0,300.0,1.0,03-12-2004,SW
25.0,33.0,29.1,66.0,0.0,4.0,4.0,240.0,2.0,04-12-2004,SW
25.0,33.8,28.6,69.0,0.0,6.1,3.0,360.0,0.0,05-12-2004,W 
26.0,31.6,28.5,66.0,5.1,1.0,3.0,20.0,0.0,06-12-2004,N 
26.0,32.1,28.2,74.0,0.0,0.0,5.0,230.0,1.0,07-12-2004,SW
26.0,34.9,29.7,68.0,0.0,8.0,4.0,320.0,1.0,08-12-2004,N 
26.0,35.0,29.6,68.0,0.0,7.0,4.0,330.0,1.0,09-12-2004,N 
25.0,33.6,29.3,74.0,58.6,7.0,3.0,320.0,0.0,10-12-2004,NW
26.0,33.2,29.6,74.0,0.0,3.0,5.0,250.0,1.0,11-12-2004,E 
25.0,33.2,28.7,78.0,15.6,7.0,4.0,20.0,2.0,12-12-2004,NE
25.0,31.2,27.8,79.0,0.0,1.0,5.0,240.0,0.0,13-12-2004,NW
25.0,31.6,27.9,79.0,0.6,2.0,4.0,280.0,1.0,14-12-2004,W 
25.0,30.4,27.7,80.0,0.3,0.0,3.0,360.0,0.0,15-12-2004,N 
26.0,31.0,28.0,76.0,0.0,0.0,3.0,20.0,1.0,16-12-2004,N 
25.0,31.6,28.3,79.0,0.0,0.0,5.0,350.0,2.0,17-12-2004,N 
25.0,31.4,28.0,80.0,2.6,0.2,3.0,200.0,0.0,18-12-2004,NW
26.0,32.0,29.5,71.0,0.0,8.0,4.0,320.0,1.0,19-12-2004,NW
26.0,32.4,29.0,73.0,0.0,6.0,3.0,340.0,1.0,20-12-2004,N 
26.0,32.4,28.5,76.0,1.2,1.0,5.0,340.0,1.0,21-12-2004,N 
26.0,31.2,28.0,80.0,0.0,0.0,3.0,350.0,2.0,22-12-2004,W 
25.0,31.4,28.1,76.0,0.0,0.0,3.0,360.0,1.0,23-12-2004,NW
25.0,32.0,27.9,76.0,63.5,5.0,3.0,80.0,1.0,24-12-2004,N 
24.0,29.0,26.7,88.0,23.1,0.0,4.0,80.0,1.0,25-12-2004,E 
25.0,30.0,27.1,82.0,11.5,0.0,4.0,350.0,1.0,26-12-2004,N 
24.0,31.2,27.3,81.0,15.5,2.5,4.0,300.0,2.0,27-12-2004,NW
25.0,30.8,27.1,81.0,0.0,2.0,4.0,300.0,2.0,28-12-2004,NW
25.0,29.4,27.2,84.0,8.2,0.0,9.0,260.0,2.0,29-12-2004,W 
24.0,30.8,27.6,78.0,13.2,2.0,5.0,340.0,1.0,30-12-2004,W 
25.0,31.2,27.7,80.0,5.6,0.0,4.0,250.0,1.0,31-12-2004,W 
25.0,31.9,29.1,70.0,0.0,3.0,4.0,290.0,2.0,01-01-2005,W 
26.0,32.3,28.8,69.0,0.3,4.4,5.0,270.0,2.0,02-01-2005,W 
25.0,29.4,27.8,81.0,10.3,0.0,7.0,300.0,2.0,03-01-2005,W 
25.0,30.8,27.3,82.0,19.4,0.0,3.0,270.0,1.0,04-01-2005,W 
25.0,30.8,27.2,77.0,0.0,1.3,8.0,260.0,3.0,05-01-2005,W 
24.0,29.2,27.0,80.0,18.8,0.0,4.0,250.0,2.0,06-01-2005,W 
24.0,29.3,26.7,84.0,28.1,0.0,3.0,280.0,1.0,07-01-2005,W 
24.0,32.6,28.1,76.0,20.0,3.0,3.0,330.0,1.0,08-01-2005,W 
24.0,30.7,27.9,78.0,0.0,3.8,4.0,310.0,2.0,09-01-2005,NW
25.0,32.0,28.0,75.0,0.0,3.2,7.0,290.0,2.0,10-01-2005,W 
25.0,31.7,28.2,76.0,0.0,7.0,4.0,350.0,1.0,11-01-2005,NW
25.0,31.6,28.0,78.0,0.0,6.1,3.0,60.0,2.0,12-01-2005,NE
26.0,29.8,28.0,75.0,0.0,2.0,4.0,280.0,2.0,13-01-2005,W 
25.0,31.8,28.4,78.0,0.8,7.5,4.0,330.0,2.0,14-01-2005,NW
25.0,31.7,28.0,82.0,0.0,4.0,4.0,260.0,1.0,15-01-2005,W 
24.0,30.8,27.4,84.0,45.6,0.8,5.0,320.0,3.0,16-01-2005,NW
25.0,29.5,27.2,81.0,27.2,1.3,4.0,270.0,1.0,17-01-2005,W 
24.0,30.2,26.9,85.0,124.1,0.0,5.0,330.0,2.0,18-01-2005,NW
24.0,30.2,26.5,81.0,3.2,2.0,3.0,290.0,1.0,19-01-2005,W 
24.0,30.4,25.6,86.0,11.1,0.0,3.0,330.0,1.0,20-01-2005,NW
24.0,30.8,26.5,84.0,19.8,1.5,6.0,310.0,2.0,21-01-2005,NW
25.0,30.0,27.2,79.0,5.8,0.2,4.0,320.0,2.0,22-01-2005,NW
24.0,31.0,28.5,71.0,58.0,8.0,6.0,330.0,2.0,23-01-2005,NW
25.0,30.3,27.0,84.0,30.2,0.0,4.0,320.0,1.0,24-01-2005,NW
24.0,28.5,26.6,87.0,3.1,0.0,2.0,330.0,0.0,25-01-2005,W 
24.0,30.4,27.0,82.0,0.0,1.1,3.0,330.0,1.0,26-01-2005,NW
26.0,31.6,28.2,80.0,0.3,4.1,5.0,300.0,1.0,27-01-2005,NW
26.0,33.2,28.6,76.0,0.0,6.2,6.0,320.0,2.0,28-01-2005,W 
25.0,29.6,26.5,84.0,10.6,0.0,0.0,0.0,0.0,29-01-2005,N 
25.0,33.0,28.1,76.0,0.0,0.0,3.0,310.0,1.0,30-01-2005,W 
25.0,31.4,27.8,76.0,0.0,0.0,3.0,320.0,2.0,31-01-2005,NW
25.0,32.4,27.3,80.0,8.9,4.1,5.0,320.0,2.0,01-02-2005,NW
25.0,33.2,27.8,75.0,0.0,7.1,6.0,300.0,2.0,02-02-2005,W 
25.0,32.2,28.4,75.0,1.4,6.5,5.0,290.0,1.0,03-02-2005,W 
25.0,32.4,28.2,76.0,0.0,8.0,4.0,340.0,1.0,04-02-2005,NW
24.0,32.8,28.4,73.0,42.0,8.0,4.0,280.0,1.0,05-02-2005,NW
25.0,29.6,27.8,84.0,26.5,0.2,3.0,270.0,0.0,06-02-2005,NW
25.0,31.2,28.2,76.0,63.3,4.1,4.0,30.0,1.0,07-02-2005,NW
25.0,30.4,27.7,80.0,2.5,2.6,3.0,40.0,0.0,08-02-2005,N 
25.0,30.6,27.4,80.0,2.8,3.0,3.0,200.0,1.0,09-02-2005,NW
25.0,30.3,27.6,82.0,60.8,0.5,4.0,90.0,1.0,10-02-2005,NW
24.0,29.0,26.5,90.0,30.3,0.0,2.0,360.0,0.0,11-02-2005,W 
24.0,27.8,25.8,92.0,37.7,0.0,2.0,360.0,0.0,12-02-2005,N 
24.0,28.4,25.6,90.0,5.0,0.0,2.0,300.0,0.0,13-02-2005,W 
25.0,31.6,28.0,79.0,0.0,7.0,4.0,300.0,1.0,14-02-2005,W 
25.0,32.2,28.4,76.0,0.0,8.0,3.0,290.0,1.0,15-02-2005,N 
26.0,32.8,28.6,77.0,0.8,6.5,4.0,40.0,1.0,16-02-2005,NW
26.0,32.4,28.6,72.0,0.3,2.6,5.0,200.0,2.0,17-02-2005,NW
25.0,30.0,28.4,78.0,13.4,0.0,3.0,90.0,1.0,18-02-2005,NW
25.0,33.0,28.6,76.0,0.0,4.5,4.0,360.0,2.0,19-02-2005,N 
25.0,32.0,27.9,79.0,15.0,4.5,4.0,360.0,1.0,20-02-2005,N 
25.0,31.0,27.8,80.0,10.0,1.0,3.0,300.0,1.0,21-02-2005,NW
25.0,30.0,27.3,82.0,4.4,0.0,3.0,300.0,1.0,22-02-2005,W 
26.0,32.4,28.3,76.0,13.6,5.5,4.0,290.0,2.0,23-02-2005,W 
26.0,32.0,28.2,82.0,0.0,1.2,4.0,20.0,1.0,24-02-2005,N 
25.0,32.5,28.7,75.0,0.0,0.0,3.0,360.0,1.0,25-02-2005,E 
25.0,32.4,28.7,76.0,0.0,0.0,3.0,340.0,2.0,26-02-2005,N 
25.0,33.4,28.6,78.0,13.4,3.8,4.0,360.0,0.0,27-02-2005,N 
25.0,31.2,27.9,80.0,1.2,0.0,3.0,120.0,1.0,28-02-2005,E 
25.0,32.6,28.1,77.0,0.0,6.0,4.0,330.0,1.0,01-03-2005,NW
25.0,33.2,28.7,76.0,0.0,6.0,4.0,340.0,1.0,02-03-2005,W 
25.0,32.4,28.9,80.0,44.5,1.0,4.0,340.0,1.0,03-03-2005,NW
25.0,32.2,27.9,80.0,8.0,4.7,4.0,300.0,1.0,04-03-2005,N 
23.0,30.5,27.9,79.0,95.7,0.8,5.0,330.0,2.0,05-03-2005,N 
25.0,30.4,27.2,83.0,0.8,0.9,4.0,280.0,1.0,06-03-2005,W 
24.0,31.7,27.8,77.0,6.1,6.0,4.0,330.0,1.0,07-03-2005,NW
25.0,31.0,27.5,80.0,4.4,5.0,4.0,300.0,2.0,08-03-2005,W 
25.0,29.0,27.5,79.0,7.5,0.0,3.0,310.0,1.0,09-03-2005,W 
26.0,31.8,27.9,76.0,0.0,6.1,4.0,340.0,1.0,10-03-2005,N 
26.0,32.8,29.0,72.0,0.0,8.0,5.0,270.0,2.0,11-03-2005,W 
26.0,33.6,29.6,71.0,0.0,8.0,5.0,330.0,2.0,12-03-2005,NW
25.0,32.6,28.7,76.0,3.0,5.0,5.0,310.0,2.0,13-03-2005,NW
25.0,33.4,28.3,77.0,0.0,7.5,4.0,330.0,2.0,14-03-2005,NW
25.0,32.6,28.6,73.0,0.0,6.8,4.0,20.0,2.0,15-03-2005,N 
26.0,33.4,29.6,71.0,0.0,8.0,4.0,300.0,1.0,16-03-2005,NW
25.0,32.8,28.7,75.0,1.1,5.2,5.0,270.0,2.0,17-03-2005,N 
26.0,30.3,28.5,82.0,55.4,0.0,3.0,340.0,0.0,18-03-2005,N 
24.0,30.0,28.4,76.0,34.5,0.0,3.0,350.0,1.0,19-03-2005,NW
26.0,31.4,27.8,80.0,0.2,1.0,3.0,320.0,1.0,20-03-2005,NW
26.0,32.4,29.0,74.0,0.0,0.0,4.0,20.0,1.0,21-03-2005,N 
26.0,32.2,28.1,78.0,0.0,3.1,3.0,20.0,1.0,22-03-2005,N 
25.0,30.8,27.3,80.0,11.2,0.0,5.0,300.0,2.0,23-03-2005,NW
25.0,32.8,28.1,78.0,0.0,2.0,3.0,340.0,0.0,24-03-2005,N 
24.0,33.3,28.7,74.0,75.3,5.5,4.0,340.0,1.0,25-03-2005,N 
24.0,30.5,27.3,88.0,17.1,1.3,4.0,310.0,0.0,26-03-2005,NW
25.0,32.2,28.4,75.0,13.0,3.1,3.0,300.0,2.0,27-03-2005,W 
25.0,33.5,28.0,79.0,48.4,3.8,4.0,250.0,1.0,28-03-2005,W 
25.0,32.6,27.8,80.0,0.0,2.2,4.0,340.0,1.0,29-03-2005,NW
25.0,32.4,28.5,81.0,3.9,1.2,3.0,280.0,2.0,30-03-2005,W 
25.0,31.7,28.3,75.0,1.6,1.6,6.0,260.0,2.0,31-03-2005,W 
25.0,32.4,28.4,75.0,5.6,1.0,5.0,260.0,2.0,01-04-2005,W 
26.0,32.4,28.7,73.0,0.0,7.5,4.0,320.0,1.0,02-04-2005,N 
25.0,33.2,29.5,73.0,33.2,5.6,3.0,340.0,1.0,03-04-2005,N 
26.0,32.4,28.2,78.0,1.2,4.2,4.0,270.0,1.0,04-04-2005,W 
25.0,32.2,27.9,82.0,9.7,1.3,3.0,70.0,0.0,05-04-2005,E 
25.0,33.0,28.6,76.0,0.0,7.0,3.0,340.0,1.0,06-04-2005,N 
26.0,33.0,28.2,70.0,45.8,1.5,4.0,270.0,1.0,07-04-2005,NW
26.0,34.0,28.8,73.0,0.0,8.0,3.0,340.0,0.0,08-04-2005,W 
26.0,33.1,28.6,74.0,1.5,4.0,4.0,340.0,1.0,09-04-2005,N 
25.0,33.4,28.3,72.0,0.0,3.0,4.0,300.0,1.0,10-04-2005,SW
26.0,32.0,27.9,76.0,0.2,2.5,3.0,320.0,1.0,11-04-2005,W 
26.0,35.0,29.1,69.0,0.6,6.0,2.0,300.0,0.0,12-04-2005,NW
26.0,32.0,28.3,78.0,0.8,2.0,3.0,340.0,0.0,13-04-2005,N 
26.0,32.9,28.8,73.0,0.3,5.4,4.0,80.0,1.0,14-04-2005,E 
25.0,32.2,27.7,81.0,5.7,4.2,4.0,340.0,0.0,15-04-2005,N 
25.0,31.6,28.0,77.0,0.0,4.0,3.0,360.0,0.0,16-04-2005,N 
26.0,33.0,29.0,70.0,0.0,7.7,4.0,320.0,1.0,17-04-2005,N 
25.0,33.2,29.1,74.0,17.3,7.5,5.0,360.0,1.0,18-04-2005,N 
26.0,34.0,28.9,74.0,0.1,8.0,4.0,360.0,2.0,19-04-2005,N 
26.0,31.0,28.3,75.0,0.0,3.4,3.0,350.0,1.0,20-04-2005,N 
25.0,33.0,29.0,74.0,0.6,7.5,4.0,60.0,2.0,21-04-2005,NE
26.0,33.0,28.4,74.0,0.0,2.8,3.0,40.0,1.0,22-04-2005,NE
26.0,34.2,29.1,72.0,0.0,8.0,4.0,80.0,1.0,23-04-2005,E 
27.0,33.5,30.0,70.0,0.0,8.0,3.0,50.0,1.0,24-04-2005,NE
27.0,35.0,30.5,69.0,0.0,8.0,4.0,80.0,2.0,25-04-2005,E 
27.0,34.6,30.0,71.0,0.0,8.0,5.0,80.0,2.0,26-04-2005,NE
27.0,35.0,30.4,69.0,0.0,7.2,4.0,60.0,1.0,27-04-2005,E 
27.0,35.0,29.9,72.0,0.0,5.0,4.0,100.0,1.0,28-04-2005,E 
27.0,35.3,30.7,66.0,0.0,8.0,4.0,80.0,2.0,29-04-2005,E 
27.0,35.2,30.8,71.0,0.3,5.6,3.0,100.0,1.0,30-04-2005,E 
27.0,35.0,30.4,70.0,0.0,8.0,4.0,60.0,2.0,01-05-2005,NE
27.0,33.8,29.3,82.0,0.0,8.0,4.0,40.0,1.0,02-05-2005,NE
27.0,32.0,29.1,74.0,0.0,1.0,3.0,90.0,1.0,03-05-2005,E 
27.0,34.5,30.0,71.0,0.0,3.0,3.0,10.0,1.0,04-05-2005,NE
27.0,34.0,29.4,75.0,11.3,5.6,3.0,360.0,1.0,05-05-2005,N 
26.0,33.1,28.6,78.0,17.0,1.4,3.0,90.0,1.0,06-05-2005,N 
25.0,32.4,29.0,78.0,8.0,2.0,3.0,60.0,1.0,07-05-2005,E 
26.0,33.6,28.6,73.0,0.0,6.2,4.0,70.0,1.0,08-05-2005,E 
27.0,33.0,29.2,75.0,0.0,4.0,4.0,70.0,1.0,09-05-2005,NE
26.0,33.6,30.1,73.0,0.0,6.1,4.0,40.0,0.0,10-05-2005,N 
26.0,33.0,29.1,73.0,1.8,8.0,3.0,90.0,1.0,11-05-2005,E 
25.0,33.4,29.2,74.0,29.0,3.0,3.0,70.0,1.0,12-05-2005,E 
26.0,33.6,28.8,76.0,0.0,5.5,3.0,70.0,2.0,13-05-2005,E 
27.0,34.2,30.0,70.0,0.0,5.5,4.0,90.0,2.0,14-05-2005,E 
25.0,33.0,27.3,82.0,11.0,1.5,4.0,90.0,1.0,15-05-2005,E 
25.0,33.8,28.5,75.0,12.6,4.5,3.0,80.0,1.0,16-05-2005,E 
26.0,33.4,28.6,77.0,0.4,5.5,4.0,90.0,1.0,17-05-2005,E 
26.0,33.6,28.9,71.0,0.0,8.0,4.0,100.0,2.0,18-05-2005,E 
26.0,33.6,29.2,68.0,0.0,8.0,5.0,60.0,2.0,19-05-2005,NE
26.0,33.8,29.6,69.0,0.0,8.0,4.0,90.0,2.0,20-05-2005,E 
26.0,34.8,29.7,65.0,0.0,8.0,4.0,60.0,2.0,21-05-2005,E 
26.0,34.6,29.8,67.0,0.0,8.0,4.0,90.0,2.0,22-05-2005,E 
27.0,34.6,29.6,72.0,0.0,8.0,4.0,80.0,2.0,23-05-2005,E 
26.0,34.5,30.2,70.0,0.0,6.2,3.0,80.0,2.0,24-05-2005,E 
25.0,33.6,28.9,72.0,2.2,7.1,5.0,90.0,2.0,25-05-2005,E 
26.0,32.0,27.8,78.0,0.0,0.8,4.0,60.0,1.0,26-05-2005,NE
26.0,33.2,29.1,73.0,0.0,7.5,3.0,340.0,1.0,27-05-2005,NE
26.0,33.6,28.9,74.0,0.0,8.0,4.0,90.0,2.0,28-05-2005,E 
26.0,34.0,29.7,67.0,0.0,2.1,3.0,20.0,1.0,29-05-2005,N 
26.0,33.8,29.9,70.0,0.0,7.1,4.0,90.0,2.0,30-05-2005,E 
26.0,33.4,28.4,76.0,0.4,4.8,4.0,200.0,1.0,31-05-2005,E 
26.0,33.8,29.5,72.0,0.0,8.0,4.0,300.0,1.0,01-06-2005,E 
27.0,34.4,29.9,72.0,0.0,8.0,4.0,90.0,1.0,02-06-2005,E 
27.0,33.4,29.6,74.0,0.0,8.0,3.0,30.0,1.0,03-06-2005,NE
27.0,34.2,30.1,70.0,0.0,8.0,3.0,50.0,1.0,04-06-2005,NE
27.0,34.2,30.3,70.0,0.0,8.0,4.0,60.0,2.0,05-06-2005,E 
27.0,33.0,29.1,78.0,0.3,4.2,4.0,50.0,1.0,06-06-2005,NE
27.0,33.6,29.4,74.0,0.0,5.0,4.0,40.0,1.0,07-06-2005,NE
26.0,34.0,29.6,72.0,0.0,7.0,3.0,50.0,1.0,08-06-2005,NE
26.0,34.2,30.0,71.0,0.0,6.0,5.0,100.0,2.0,09-06-2005,E 
26.0,34.2,29.7,66.0,0.0,7.5,6.0,140.0,2.0,10-06-2005,E 
26.0,35.0,29.7,66.0,0.0,8.0,7.0,100.0,2.0,11-06-2005,E 
26.0,33.0,29.2,71.0,0.0,4.0,4.0,40.0,1.0,12-06-2005,NE
25.0,31.8,28.6,76.0,32.3,4.5,3.0,40.0,1.0,13-06-2005,NE
25.0,32.0,27.9,79.0,1.0,4.0,3.0,30.0,0.0,14-06-2005,NE
24.0,31.0,27.3,88.0,33.8,2.0,3.0,40.0,0.0,15-06-2005,NE
25.0,31.8,28.1,75.0,0.0,3.5,3.0,20.0,0.0,16-06-2005,NE
24.0,32.8,28.3,77.0,3.7,4.5,3.0,100.0,0.0,17-06-2005,E 
26.0,32.8,27.8,76.0,0.0,4.5,3.0,350.0,1.0,18-06-2005,N 
26.0,32.8,28.7,74.0,0.0,4.3,4.0,270.0,1.0,19-06-2005,W 
26.0,33.0,28.4,75.0,0.0,6.5,3.0,360.0,2.0,20-06-2005,NE
26.0,33.0,28.7,72.0,1.7,0.0,3.0,260.0,1.0,21-06-2005,SW
26.0,30.6,27.8,78.0,0.0,4.0,3.0,290.0,1.0,22-06-2005,NW
25.0,33.6,28.8,69.0,18.5,8.0,4.0,20.0,2.0,23-06-2005,W 
24.0,32.8,28.3,76.0,28.0,6.5,4.0,360.0,0.0,24-06-2005,E 
25.0,33.2,28.1,77.0,0.0,6.5,3.0,80.0,2.0,25-06-2005,E 
26.0,34.0,29.5,70.0,0.0,8.0,3.0,50.0,1.0,26-06-2005,NE
25.0,33.2,28.8,75.0,0.0,8.0,4.0,30.0,1.0,27-06-2005,NE
25.0,34.0,28.9,70.0,0.0,8.0,4.0,90.0,1.0,28-06-2005,NE
26.0,34.6,29.4,72.0,0.0,8.0,3.0,60.0,1.0,29-06-2005,NE
25.0,32.4,28.6,74.0,14.8,7.0,4.0,60.0,1.0,30-06-2005,NE
25.0,34.0,28.8,74.0,0.0,7.0,4.0,90.0,1.0,01-07-2005,E 
25.0,34.0,28.8,68.0,0.0,8.0,3.0,90.0,2.0,02-07-2005,E 
25.0,33.6,28.6,69.0,0.0,8.0,4.0,90.0,1.0,03-07-2005,NE
26.0,33.6,28.7,61.0,0.0,8.0,4.0,50.0,0.0,04-07-2005,NE
26.0,33.0,28.7,70.0,0.0,8.0,3.0,50.0,0.0,05-07-2005,NE
25.0,31.0,28.4,78.0,38.6,1.0,3.0,90.0,1.0,06-07-2005,NE
25.0,31.0,27.6,79.0,0.0,1.0,3.0,70.0,1.0,07-07-2005,E 
26.0,32.4,28.8,72.0,0.0,6.8,3.0,80.0,1.0,08-07-2005,E 
26.0,32.6,28.9,73.0,0.8,8.0,4.0,90.0,2.0,09-07-2005,E 
26.0,33.4,29.4,73.0,0.0,8.0,3.0,20.0,1.0,10-07-2005,E 
26.0,30.4,28.3,75.0,2.4,0.0,3.0,360.0,0.0,11-07-2005,N 
25.0,33.0,27.9,74.0,14.8,6.0,4.0,70.0,1.0,12-07-2005,E 
26.0,32.0,27.7,78.0,0.0,1.0,3.0,80.0,1.0,13-07-2005,E 
26.0,33.6,29.2,75.0,0.0,7.0,3.0,90.0,1.0,14-07-2005,E 
25.0,33.2,27.3,78.0,61.4,1.0,5.0,310.0,1.0,15-07-2005,E 
24.0,30.4,27.3,78.0,43.6,4.1,4.0,40.0,1.0,16-07-2005,NE
