TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG
25.0,34.5,27.8,80.0,29.3,3.3,9.0,270.0,4.0
26.0,33.8,28.7,68.5,0.0,5.8,7.0,360.0,4.0
24.0,34.1,29.4,73.0,0.0,6.5,5.0,360.0,4.0
25.0,33.3,28.4,79.0,16.2,6.7,8.0,315.0,4.0
26.0,32.7,28.8,70.0,1.4,6.5,9.0,315.0,5.0
27.0,35.2,29.8,69.0,0.0,5.1,11.0,360.0,4.0
25.0,32.4,29.3,74.0,0.0,6.1,8.0,315.0,4.0
26.0,31.5,28.6,73.0,0.0,1.8,8.0,270.0,4.0
26.0,32.4,29.2,79.0,4.6,4.5,12.0,90.0,6.0
26.0,34.2,29.4,76.0,2.8,3.5,12.0,45.0,5.0
25.0,34.7,29.3,74.0,0.0,5.8,8.0,360.0,5.0
25.0,33.0,28.9,74.0,0.0,3.3,8.0,315.0,4.0
25.0,32.4,28.1,77.0,3.4,4.9,7.0,315.0,4.0
26.0,33.4,29.5,74.0,0.0,6.2,5.0,360.0,4.0
27.0,34.4,29.4,75.0,0.6,6.4,5.0,315.0,4.0
26.0,35.1,29.9,73.0,0.0,6.4,4.0,45.0,5.0
26.0,34.4,29.5,74.0,0.0,6.0,12.0,360.0,4.0
26.0,33.4,29.0,74.0,0.0,6.0,7.0,45.0,4.0
27.0,34.5,29.6,71.0,0.0,6.2,7.0,315.0,4.0
26.0,34.0,29.6,74.0,0.0,7.1,5.0,315.0,4.0
24.0,33.4,28.3,72.0,0.0,7.0,5.0,225.0,4.0
25.0,34.6,29.3,71.0,0.0,5.6,11.0,225.0,4.0
25.0,33.4,28.6,71.0,8.2,5.5,5.0,360.0,4.0
26.0,33.8,28.9,76.0,0.0,5.3,9.0,360.0,4.0
26.0,33.8,29.0,66.0,0.0,0.0,8.0,90.0,4.0
24.0,31.2,27.5,74.0,0.0,0.0,8.0,45.0,5.0
24.0,27.6,25.5,91.0,8.2,0.0,8.0,90.0,6.0
24.0,33.8,27.2,83.0,2.5,3.5,11.0,45.0,6.0
26.0,32.6,27.5,79.0,1.3,4.7,8.0,315.0,4.0
27.0,32.6,28.9,76.0,0.0,3.4,10.0,315.0,4.0
26.0,33.5,28.7,74.0,0.0,3.0,9.0,90.0,3.0
25.0,33.0,28.9,75.0,0.0,4.0,8.0,135.0,3.0
27.0,33.4,28.4,75.0,0.0,5.4,8.0,45.0,3.0
25.0,34.5,29.1,73.0,0.0,5.4,14.0,45.0,6.0
27.0,34.2,29.1,72.0,0.0,5.5,12.0,90.0,5.0
23.0,32.9,29.2,74.0,0.0,2.1,10.0,360.0,5.0
25.0,32.8,27.7,76.0,31.1,5.5,8.0,360.0,4.0
24.0,32.8,28.4,77.0,0.0,4.7,8.0,360.0,4.0
26.0,33.0,27.7,72.0,18.0,5.5,9.0,360.0,3.0
25.0,34.0,28.8,64.0,0.0,5.5,10.0,360.0,5.0
26.0,33.7,28.8,66.0,0.0,5.8,16.0,90.0,5.0
24.0,28.1,26.0,84.0,0.0,0.0,8.0,90.0,4.0
25.0,32.4,27.2,79.0,3.6,2.5,8.0,90.0,4.0
25.0,34.5,28.2,73.0,1.6,5.5,12.0,90.0,6.0
25.0,28.7,26.1,83.0,0.4,0.0,9.0,90.0,5.0
25.0,30.4,26.9,79.0,3.3,0.6,13.0,90.0,6.0
25.0,31.4,26.9,77.0,0.0,0.2,8.0,360.0,4.0
25.0,33.9,27.7,77.0,1.8,5.1,11.0,360.0,6.0
25.0,34.0,27.7,74.0,0.0,5.1,9.0,360.0,3.0
24.0,33.4,29.1,64.0,0.0,3.3,11.0,360.0,4.0
25.0,34.0,28.0,65.0,0.0,5.9,8.0,360.0,4.0
25.0,32.0,27.8,65.0,0.0,4.0,7.0,360.0,3.0
26.0,32.7,28.3,66.0,0.0,6.6,8.0,360.0,4.0
25.0,32.2,28.3,74.0,0.1,1.3,7.0,45.0,4.0
26.0,34.2,28.6,71.0,0.0,5.6,13.0,135.0,7.0
25.0,32.5,28.4,75.0,4.9,1.8,10.0,315.0,5.0
26.0,33.2,27.7,78.0,0.0,4.0,8.0,315.0,4.0
25.0,32.1,28.4,78.0,0.0,1.2,10.0,225.0,4.0
26.0,33.3,28.1,75.0,0.0,4.8,11.0,315.0,3.0
25.0,32.6,28.3,73.0,13.7,5.6,7.0,315.0,4.0
25.0,32.7,28.1,75.0,0.0,5.5,9.0,45.0,3.0
26.0,33.2,28.6,74.0,0.0,5.8,9.0,45.0,4.0
27.0,33.3,28.8,74.0,0.2,5.3,10.0,45.0,5.0
24.0,31.3,29.3,74.0,0.0,2.9,6.0,90.0,3.0
24.0,34.6,28.1,68.0,0.0,5.7,9.0,45.0,3.0
25.0,33.8,28.5,66.0,0.0,6.0,12.0,360.0,4.0
25.0,35.0,28.8,69.0,0.0,6.8,12.0,90.0,5.0
25.0,32.5,28.2,71.1,0.0,3.2,9.0,315.0,5.0
27.0,33.1,27.9,67.0,0.0,6.5,9.0,45.0,5.0
26.0,31.8,28.7,66.0,0.0,1.8,12.0,45.0,5.0
24.0,33.1,28.7,66.0,0.0,5.1,15.0,90.0,7.0
25.0,34.2,28.4,69.0,0.0,6.8,17.0,45.0,7.0
26.0,35.0,29.3,66.0,0.0,5.5,14.0,45.0,6.0
26.0,32.8,28.4,71.0,0.0,1.1,10.0,360.0,3.0
26.0,33.2,28.8,73.0,0.0,6.3,11.0,360.0,5.0
24.0,32.7,28.5,67.0,0.0,6.5,12.0,360.0,5.0
24.0,34.4,27.9,60.0,0.0,6.7,11.0,45.0,5.0
25.0,34.4,28.1,67.0,0.0,6.7,13.0,45.0,6.0
26.0,34.4,28.4,68.0,0.0,6.9,11.0,45.0,5.0
26.0,32.4,28.5,69.0,0.0,4.1,12.0,45.0,4.0
26.0,34.0,28.7,70.0,0.0,4.2,9.0,45.0,4.0
25.0,33.5,28.6,73.0,0.0,6.8,10.0,45.0,5.0
25.0,33.7,28.2,74.0,0.0,4.9,13.0,90.0,6.0
25.0,34.3,29.1,67.0,0.0,7.0,15.0,90.0,7.0
26.0,33.2,28.7,70.0,0.0,0.2,10.0,45.0,5.0
25.0,32.4,28.2,72.0,0.0,4.0,7.0,360.0,4.0
24.0,30.8,27.9,74.0,17.0,0.7,10.0,180.0,4.0
25.0,32.5,27.7,71.0,0.0,7.0,9.0,360.0,4.0
25.0,32.4,28.2,68.0,0.0,7.1,10.0,360.0,5.0
25.0,34.8,28.6,66.0,0.0,4.8,11.0,360.0,5.0
25.0,32.9,28.5,66.0,0.0,7.3,17.0,90.0,6.0
25.0,35.4,28.7,65.0,0.0,6.9,11.0,90.0,5.0
26.0,34.8,29.0,66.0,0.0,6.9,10.0,90.0,4.0
25.0,33.1,28.8,66.0,0.0,3.0,13.0,90.0,5.0
26.0,33.6,28.5,66.0,0.0,7.8,11.0,360.0,5.0
25.0,34.4,29.0,66.0,0.0,6.4,11.0,360.0,5.0
26.0,33.0,28.9,70.0,0.0,8.0,8.0,360.0,5.0
25.0,34.0,28.9,64.0,0.0,8.0,11.0,360.0,5.0
25.0,33.3,28.2,67.0,0.0,6.3,13.0,360.0,4.0
25.0,33.3,27.9,70.0,0.0,7.8,9.0,360.0,4.0
24.0,30.5,27.9,70.0,0.0,2.5,8.0,360.0,4.0
25.0,33.4,27.8,67.0,0.0,7.0,10.0,360.0,5.0
25.0,32.4,28.0,65.0,0.0,6.5,9.0,360.0,5.0
24.0,32.4,28.1,64.0,0.0,2.5,8.0,360.0,4.0
24.0,33.2,27.8,68.0,0.0,6.5,11.0,360.0,4.0
25.0,32.5,27.8,68.0,0.0,7.9,9.0,360.0,5.0
24.0,34.3,28.6,64.0,0.0,6.9,11.0,360.0,4.0
25.0,33.3,27.9,66.0,0.5,8.0,11.0,360.0,5.0
25.0,33.5,28.5,68.0,0.0,7.1,11.0,360.0,5.0
26.0,34.6,28.9,71.0,0.0,8.0,10.0,360.0,5.0
26.0,34.8,29.0,66.0,0.0,8.0,10.0,90.0,5.0
25.0,34.3,29.4,74.0,0.8,7.6,12.0,360.0,4.0
26.0,33.8,28.5,74.0,0.0,5.1,8.0,360.0,4.0
26.0,34.4,28.9,69.0,0.0,8.0,8.0,360.0,4.0
25.0,35.2,29.9,67.0,10.2,7.2,10.0,360.0,5.0
26.0,31.5,28.0,78.0,0.0,1.0,9.0,45.0,4.0
26.0,34.4,29.4,72.0,0.0,5.1,11.0,45.0,6.0
25.0,34.3,29.3,72.0,0.0,5.6,14.0,45.0,6.0
26.0,34.3,28.9,75.0,0.0,5.1,11.0,360.0,5.0
26.0,33.8,29.7,66.0,0.0,7.5,11.0,360.0,5.0
26.0,35.0,29.6,68.0,0.0,7.7,7.0,360.0,4.0
24.0,35.0,29.8,70.0,16.3,8.0,11.0,360.0,4.0
25.0,35.2,28.8,70.0,0.0,8.0,10.0,90.0,4.0
26.0,35.1,29.6,60.0,0.0,8.0,9.0,360.0,4.0
25.0,34.9,29.9,59.0,0.0,8.0,8.0,360.0,5.0
25.0,34.0,28.9,60.0,0.0,8.0,8.0,315.0,5.0
26.0,35.0,29.1,61.0,0.0,8.0,11.0,45.0,4.0
26.0,35.6,29.6,60.0,0.0,8.0,14.0,45.0,5.0
26.0,35.2,29.9,60.0,0.0,8.0,12.0,45.0,4.0
25.0,34.8,29.6,66.0,0.0,8.0,12.0,360.0,5.0
25.0,34.7,29.2,62.0,0.0,8.0,11.0,360.0,5.0
25.0,35.3,29.1,60.0,0.0,8.0,10.0,360.0,5.0
26.0,36.0,29.9,61.0,0.0,8.0,15.0,45.0,6.0
27.0,35.2,30.3,62.0,0.0,8.0,10.0,45.0,5.0
27.0,34.6,29.8,68.0,0.0,5.0,11.0,360.0,5.0
26.0,34.4,30.0,69.0,0.0,5.9,11.0,360.0,5.0
24.0,34.2,28.6,72.0,0.0,5.2,8.0,360.0,4.0
26.0,34.3,29.6,68.0,0.0,6.0,9.0,360.0,5.0
26.0,35.8,30.3,61.0,0.1,8.0,10.0,360.0,3.0
24.0,33.8,29.4,68.0,2.1,4.9,13.0,360.0,4.0
26.0,35.8,29.4,72.0,0.0,7.0,14.0,360.0,5.0
25.0,34.3,29.5,66.0,0.0,4.0,6.0,315.0,4.0
26.0,36.0,29.7,64.0,0.0,8.0,10.0,360.0,4.0
26.0,35.5,30.4,63.0,0.0,7.5,10.0,360.0,4.0
27.0,35.4,29.7,66.0,0.0,7.8,10.0,45.0,5.0
27.0,33.8,29.7,68.0,0.0,5.0,6.0,90.0,4.0
26.0,34.1,30.0,62.0,0.0,7.6,11.0,225.0,5.0
26.0,34.1,29.5,65.0,0.0,4.7,10.0,180.0,4.0
26.0,35.2,29.9,65.0,0.0,4.7,9.0,135.0,4.0
26.0,34.4,28.8,69.0,8.0,0.8,13.0,360.0,6.0
26.0,30.2,27.5,73.0,0.0,0.0,10.0,135.0,4.0
26.0,35.0,29.5,66.0,0.0,0.0,11.0,360.0,5.0
26.0,34.8,28.8,67.0,0.0,0.0,11.0,225.0,5.0
26.0,35.5,29.9,62.0,0.0,6.5,9.0,360.0,4.0
26.0,34.8,29.2,62.0,0.0,7.4,11.0,180.0,6.0
26.0,35.6,30.2,62.0,0.0,7.7,10.0,360.0,5.0
26.0,35.8,29.5,67.0,0.0,7.2,9.0,315.0,4.0
27.0,35.4,29.9,67.0,0.0,6.7,8.0,360.0,4.0
27.0,35.8,30.1,66.0,0.0,3.8,10.0,225.0,4.0
26.0,35.9,30.5,68.0,0.0,7.8,8.0,360.0,4.0
27.0,34.2,29.1,68.0,0.0,5.2,9.0,25.0,4.0
26.0,33.8,28.9,70.0,0.0,0.4,8.0,315.0,4.0
25.0,35.0,29.3,72.0,13.9,0.3,8.0,360.0,4.0
26.0,32.5,28.3,72.0,0.0,0.3,12.0,180.0,7.0
26.0,34.0,29.4,65.0,0.0,4.0,11.0,270.0,5.0
25.0,35.1,30.2,58.0,0.0,4.6,11.0,360.0,5.0
26.0,34.1,29.6,66.0,0.0,8.0,10.0,315.0,5.0
26.0,32.2,28.3,75.0,4.2,7.8,14.0,315.0,6.0
26.0,31.8,28.6,71.0,5.2,1.4,11.0,270.0,5.0
26.0,33.8,28.8,73.0,0.0,0.0,10.0,270.0,5.0
25.0,32.0,28.7,67.0,0.0,3.9,10.0,270.0,5.0
26.0,34.3,29.3,69.0,0.4,6.5,7.0,360.0,4.0
25.0,34.2,27.8,80.0,2.4,2.4,8.0,225.0,4.0
26.0,32.2,29.2,68.0,0.0,6.4,11.0,270.0,7.0
26.0,33.4,30.0,63.0,0.0,8.0,14.0,270.0,9.0
26.0,35.4,30.4,66.0,0.0,5.7,12.0,270.0,8.0
26.0,30.3,28.3,76.0,0.0,8.0,8.0,270.0,4.0
26.0,30.9,28.3,72.0,0.0,0.0,10.0,270.0,4.0
24.7,31.9,27.8,74.0,8.1,0.0,9.0,225.0,6.0
23.0,30.0,26.7,83.0,35.1,0.0,11.0,270.0,4.0
25.0,33.7,28.1,78.0,0.0,1.7,7.0,360.0,4.0
26.0,33.2,27.6,74.0,0.0,1.0,6.0,315.0,3.0
26.0,35.2,29.8,66.0,0.0,4.2,8.0,360.0,3.0
26.0,32.6,28.6,74.0,0.0,0.2,6.0,360.0,4.0
27.0,34.4,29.6,69.0,0.0,6.3,6.0,360.0,5.0
26.0,34.5,27.8,72.0,0.8,3.3,10.0,360.0,5.0
27.0,35.4,30.1,71.0,0.0,3.7,11.0,360.0,4.0
26.0,33.8,28.6,76.0,0.7,1.2,10.0,270.0,4.0
26.0,34.7,29.6,64.0,0.3,4.2,10.0,270.0,4.0
26.0,33.9,29.7,76.0,0.0,5.0,8.0,360.0,5.0
26.0,34.1,28.6,74.0,0.0,5.8,11.0,360.0,5.0
27.0,34.2,29.3,68.0,0.0,4.9,10.0,270.0,4.0
24.0,34.0,28.2,78.0,8.5,1.8,10.0,135.0,4.0
25.0,33.2,29.0,82.0,0.0,1.3,8.0,90.0,3.0
26.0,35.8,28.9,72.0,0.0,3.1,6.0,360.0,3.0
25.0,33.1,29.3,78.0,19.6,3.2,14.0,360.0,4.0
26.0,33.2,28.9,75.0,0.0,0.7,8.0,360.0,3.0
25.0,34.0,28.4,80.0,59.3,0.0,9.0,180.0,4.0
25.0,29.6,27.2,84.0,23.0,0.0,14.0,270.0,9.0
24.0,32.6,27.6,72.0,7.0,3.0,11.0,270.0,7.0
25.0,30.8,27.7,80.0,11.3,0.0,10.0,270.0,4.0
24.0,27.2,25.8,90.0,15.3,0.0,14.0,270.0,8.0
25.0,30.6,26.7,78.0,0.0,0.7,14.0,270.0,10.0
25.0,31.6,28.1,77.0,0.0,1.0,15.0,315.0,6.0
25.0,31.8,27.8,77.0,5.3,1.7,14.0,315.0,9.0
26.0,31.8,28.3,69.0,0.0,0.4,17.0,225.0,12.0
26.0,33.4,28.7,71.0,0.0,1.7,19.0,270.0,11.0
26.0,34.1,29.6,66.0,0.0,7.9,19.0,270.0,13.0
25.0,34.4,29.5,58.0,0.0,6.7,21.0,315.0,11.0
26.0,34.4,29.3,63.0,0.0,8.0,17.0,270.0,9.0
25.0,33.5,29.3,63.0,0.0,4.8,14.0,270.0,8.0
24.0,34.4,29.3,57.0,0.0,7.8,11.0,315.0,6.0
26.0,33.1,28.5,64.0,0.0,2.9,11.0,270.0,9.0
26.0,33.5,29.4,60.0,0.0,6.0,14.0,270.0,10.0
27.0,32.2,29.0,62.0,0.0,1.5,14.0,270.0,10.0
26.0,31.8,29.1,66.0,0.0,1.3,11.0,270.0,7.0
25.0,33.0,29.1,66.0,0.0,1.3,9.0,225.0,5.0
26.0,33.8,28.7,73.0,0.0,3.5,10.0,225.0,6.0
24.0,34.4,29.6,65.2,0.0,4.6,11.0,270.0,6.0
26.0,30.2,27.5,75.0,1.9,0.0,9.0,225.0,7.0
26.0,34.6,30.6,64.0,2.0,5.3,13.0,270.0,7.0
26.0,32.7,29.6,74.0,0.5,3.3,11.0,315.0,5.0
26.0,32.6,27.7,72.0,0.0,1.1,10.0,225.0,6.0
25.0,30.4,27.5,76.0,7.1,0.7,9.0,270.0,5.0
26.0,32.8,29.6,62.0,0.1,0.8,11.0,315.0,6.0
26.0,34.6,29.7,63.0,0.0,5.0,11.0,270.0,6.0
26.0,34.8,28.8,70.0,0.0,4.2,11.0,270.0,5.0
27.0,33.3,29.3,69.0,0.0,2.2,11.0,270.0,6.0
25.0,33.5,28.6,71.0,0.0,1.6,16.0,270.0,7.0
26.0,30.2,27.6,70.0,2.1,0.8,17.0,225.0,7.0
26.0,29.4,26.7,77.0,0.0,0.0,11.0,360.0,6.0
26.0,31.7,27.9,80.0,2.8,0.0,9.0,225.0,5.0
25.0,32.3,28.9,76.0,1.8,4.8,10.0,270.0,4.0
26.0,33.6,29.3,77.0,2.5,6.3,7.0,315.0,3.0
26.0,34.5,28.2,76.0,0.2,0.0,6.0,315.0,2.0
24.0,35.0,29.5,68.0,0.0,3.6,8.0,225.0,3.0
25.0,33.8,27.6,78.0,4.4,0.5,5.0,180.0,2.0
26.0,33.4,29.2,73.0,0.0,0.0,7.0,315.0,2.0
26.3,33.5,29.2,72.8,0.8,7.0,7.0,60.0,7.0
25.5,32.0,28.5,77.7,9.3,4.2,3.0,130.0,3.0
25.5,32.1,28.5,77.0,7.2,3.7,3.0,90.0,3.0
25.0,33.8,25.8,79.0,0.0,4.1,8.0,270.0,4.0
26.0,31.8,27.6,87.0,1.8,4.7,5.0,360.0,5.0
25.0,31.9,27.8,76.0,0.0,4.4,10.0,270.0,5.0
26.0,30.5,26.9,75.0,0.0,1.3,10.0,270.0,5.0
24.0,32.8,28.4,73.0,0.1,4.5,13.0,315.0,6.0
23.0,32.2,27.2,80.0,110.4,4.0,17.0,225.0,6.0
23.0,31.2,26.6,81.0,35.3,3.0,13.0,360.0,7.0
25.0,30.8,28.5,66.0,8.9,3.1,11.0,315.0,7.0
26.0,32.1,28.2,68.0,0.0,3.2,10.0,315.0,7.0
27.0,34.1,29.4,62.0,0.0,6.8,14.0,270.0,8.0
27.0,31.6,29.3,68.0,0.0,4.5,11.0,270.0,5.0
27.0,32.0,29.0,70.0,0.2,3.5,10.0,270.0,7.0
25.0,31.4,27.8,72.0,0.2,1.5,16.0,225.0,10.0
23.0,30.2,26.9,79.0,1.6,2.5,17.0,225.0,10.0
23.0,30.3,26.1,78.0,5.6,2.4,17.0,270.0,8.0
26.0,31.6,27.3,79.0,1.4,3.7,10.0,315.0,6.0
24.0,31.5,27.5,73.0,0.0,3.7,9.0,315.0,6.0
